code_number,pdf_path,two_worlds_verdict,two_worlds_confidence,two_worlds_e_full,two_worlds_e_abstract,two_worlds_e_chunk,adaptors_verdict,adaptors_confidence,adaptors_e_full,adaptors_e_abstract,adaptors_e_chunk,arbitrariness_verdict,arbitrariness_confidence,arbitrariness_e_full,arbitrariness_e_abstract,arbitrariness_e_chunk
4,10.1631_jzus.B1400076.pdf,not_met,1.0,-0.08148756959973372,-0.0880555276069341,-0.08826235465102603,not_met,1.0,-0.011879823234047071,0.03342961765935361,0.032435054367866596,not_met,1.0,0.04251329409684907,0.049294600234103744,0.052810930292101876
15,10.1371_journal.pbio.0060154.pdf,not_met,1.0,-0.004766810158503903,-0.06469534812040309,-0.004766810158503903,not_met,1.0,-0.04644901961384926,-0.02363925947645968,-0.04644901961384926,not_met,1.0,-0.05098561563019717,-0.037836315704203906,-0.05098561563019717
15,cshperspectives.cshlp.org_content_12_5_a036343.long.pdf,not_met,1.0,-0.006751375166925557,-0.016367297696076567,-0.0025910097218045554,met,1.0,0.061846446804528006,0.045110031060507476,0.07197582256767525,not_met,1.0,-0.00691102094251937,0.013821398010081495,-0.02345780791882097
19,10.7554_eLife.110152.pdf,not_met,1.0,-0.027516665359070686,-0.018025595581939127,-0.003385848581108809,not_met,1.0,-0.05678259664920415,-0.05522475349403407,-0.030559438898145296,not_met,1.0,-0.08025112958771097,-0.08691522552214129,-0.06431645719247031
20,10.3389_fcell.2026.1762891.pdf,not_met,1.0,-0.022106686330765513,-0.010457706907224865,-7.405768056626197e-05,met,1.0,0.03018903798882417,0.0664010522140221,0.03266723722273225,not_met,1.0,-0.06187220475992819,-0.05514575349601045,-0.034506172383309885
21,10.1007_s00441-015-2202-z.pdf,not_met,1.0,-0.033731067772319094,-0.00532169236433677,-0.022258251950209175,not_met,1.0,0.004798460754784083,0.01064513487514937,0.011277573889794416,not_met,1.0,0.03662041147227235,0.06173010099526744,0.02886112588154581
21,10.1177_2331216518784822.pdf,not_met,1.0,0.024543295991992266,0.043766285740162864,0.02790398232488353,not_met,1.0,-0.002147962476578548,-0.0017226876871276617,0.009103969332403284,not_met,1.0,-0.018629084548375786,-0.021615987733300618,0.03114618242650204
21,10.1371_journal.pcbi.1003336.pdf,not_met,1.0,0.07486736505608986,0.06094006777308391,0.0891657475111534,met,0.66,-0.0016520202985202954,-0.006084635649029128,-0.0037347838408592227,not_met,1.0,0.027826514266387367,0.05483872219572951,0.033391618505612834
21,10.1371_journal.pone.0007600.pdf,not_met,1.0,0.060640646414050925,0.08863543658988,0.061772732067081004,met,1.0,0.028665629578889268,0.014007281857455409,0.050342631821140335,not_met,1.0,0.023795929527981305,0.014873578212614553,0.030857150168111053
21,10.1371_journal.pone.0085017.pdf,met,1.0,0.07155266249797877,0.10526338413811581,0.07822054815911222,met,1.0,0.028100414495893865,0.03203964726997242,0.02971164790249556,not_met,1.0,0.05139949033672322,0.06552171246902899,0.048317144839038054
21,10.3389_fphys.2014.00140_full.pdf,not_met,1.0,0.04013840786200561,0.04101502135562862,0.05694499089799154,not_met,1.0,-0.05423746359148582,-0.06323756043972084,-0.00837903019281809,not_met,1.0,0.04229682095481615,0.044366321783010906,0.05053895869139875
21,10.3389_fpsyt.2020.557932_full.pdf,not_met,1.0,0.0335179890743162,0.022512768045871878,0.04034370754414634,not_met,1.0,0.01905977156023197,0.022017812763316845,0.03391401031418849,not_met,1.0,0.0018665054348982243,0.0031304538568719216,0.006814564511464157
21,10.3389_neuro.10.003.2008_full.pdf,not_met,1.0,0.059821438404830125,0.03528334387739688,0.08567356594684866,not_met,1.0,0.03564111821378982,0.045578490376919786,0.03784957364100154,not_met,1.0,0.038624938323221066,0.059643948138456554,0.06162602920518376
21,www.eneuro.org_content_4_3_ENEURO.0144-17.2017.long.pdf,not_met,1.0,0.09249871743933095,0.09147076888219648,0.09298811056781633,not_met,1.0,0.021819691103054976,0.025986533281622218,0.027378438704562247,not_met,1.0,-0.05844250816301567,-0.050163551555862815,-0.03251184677524563
21,www.jneurosci.org_content_27_6_1479.long.pdf,not_met,1.0,0.014630258875910858,0.017710289840999642,0.01590355948484722,not_met,1.0,0.05008469029500873,0.04578710423879342,0.048277094270933664,not_met,1.0,0.009691603056546724,0.01609932972573804,0.006157659929969941
21,www.jneurosci.org_content_41_36_7561.long.pdf,not_met,1.0,0.02895598258167953,0.03469030594745276,0.05734130664944967,not_met,1.0,-0.008077516220112782,0.004616574620574729,0.005158683068298744,not_met,1.0,0.047794276284996,0.04508462006640591,0.05662209627545726
24,www.jneurosci.org_content_35_6_2596.long.pdf,not_met,1.0,0.008170476717628657,0.004557994185344402,0.04090715521403287,met,1.0,0.04107759827025807,0.06315650612473467,0.051362570576974485,not_met,1.0,-0.03712179979484698,-0.06730367702044146,-0.020242532092085336
29,10.1371_journal.pcbi.1004294.pdf,not_met,1.0,0.0802085061413147,0.06452051029661479,0.10605343658386635,met,0.66,-0.007422599634739356,0.008120264265897553,-0.0011277064803211032,not_met,1.0,0.0035073592788414983,0.025733813243329264,0.027783998643908354
29,www.nature.com_articles_s42003-022-04098-x.pdf,not_met,1.0,0.10207554247611635,0.10204016043276057,0.09188520308366922,met,1.0,-9.36799318172303e-05,0.0027038486570737756,0.020139604626583478,not_met,1.0,-0.033352878191604866,-0.016271940383144032,-0.02245813097857724
34,10.1093_molbev_msy060.pdf,not_met,1.0,-0.020129886124187167,-0.0303856058750687,0.017606058641048805,not_met,1.0,-0.05198704428724982,-0.050638389350632425,-0.05328432337868669,not_met,1.0,-0.03321280895785671,-0.029480513068635666,-0.03733193120687882
42,erc.bioscientifica.com_view_journals_erc_20_3_R65.xml.pdf,not_met,1.0,-0.025398538284609105,-0.02685394138139067,-0.012497785537483357,not_met,1.0,0.006914434215992044,0.00027134366974585454,0.02524013380483052,not_met,1.0,-0.008682647537827378,-0.014570156735482972,0.005151909878664762
44,10.1186_s13046-025-03569-3.pdf,not_met,1.0,-0.02569349755984603,-0.009728676882576823,-0.0035128374716711583,not_met,1.0,0.024450115434832137,0.03266155650514672,0.026471796102465743,not_met,1.0,-0.08518681377455606,-0.07392701607254856,-0.08139299780268895
52,10.1007_s10577-012-9293-0.pdf,not_met,1.0,-0.0680824240481493,-0.06753785087690367,-0.0634246972309382,not_met,1.0,0.009971780423531916,0.014304721106192261,0.019148499550109832,not_met,1.0,0.007664923647659239,0.02955788588157008,0.008437836883069722
61,rnajournal.cshlp.org_content_25_12_1714.long.pdf,not_met,1.0,-0.053289461539984935,-0.048612785401154227,-0.047611818559281316,met,1.0,0.026073461308115775,0.022372053565902383,0.023839607376890667,not_met,1.0,0.03856505133948463,0.08308690606007285,0.045664035290172884
62,10.1016_j.molcel.2022.12.032.pdf,not_met,1.0,-0.013302278157490683,-0.03969516717560168,-0.0029359542028343,met,1.0,0.0036985109404780985,0.03703688691173726,0.019879618098485,not_met,1.0,0.015746149913202626,0.013471546172929642,0.03374024785611589
62,10.1371_journal.pgen.1003904.pdf,not_met,1.0,0.015838536237790378,0.017828205814656467,0.025821307101579413,met,1.0,-0.007067481956151475,-0.010574057708551441,-0.007683232982393274,not_met,1.0,0.05525301558042231,0.05790096575635198,0.05297548648927453
62,10.3389_fcell.2020.569601_full.pdf,not_met,1.0,-0.028003297597441676,-0.009301924868284843,-0.009372401311008714,not_met,1.0,0.00924296547597643,0.017195280939108645,0.014177263708875796,not_met,1.0,-0.024789197633670414,-0.008125564707345167,-0.006554936801335861
62,10.4238_3x4qm566.pdf,not_met,1.0,0.012358953130263717,0.01067647444347228,0.01842360367117726,met,1.0,-0.003437008167496855,-0.020745551607700922,0.008243463462254338,not_met,1.0,0.05707636928944472,0.04164135868689011,0.07542029549559023
70,10.1038_s41467-018-06185-2.pdf,not_met,1.0,-0.06984903021249199,-0.0636087169694573,-0.03381395432268362,not_met,1.0,-0.008339126703985416,0.005909643265400415,-0.012322221516758857,not_met,1.0,-0.0749035783867481,-0.07953764630011846,-0.06761882841983863
70,10.1038_s41467-024-54046-y.pdf,not_met,1.0,-0.11479524622225017,-0.11892076146120026,-0.07922708921364077,not_met,1.0,0.0417276889219824,0.01896809451415079,0.05690353910387122,not_met,1.0,-0.10188365574104327,-0.09487834497378544,-0.1108667318842287
78,10.1371_journal.pone.0022026.pdf,not_met,1.0,0.0011474412889595255,0.002813443652083466,0.02118243140456368,met,0.66,-0.051657998398936984,-0.055745362941749727,-0.0242204659730665,not_met,1.0,0.009555758249379027,0.0033160997755801724,0.003945131179520434
85,hrcak.srce.hr_112197.pdf,met,1.0,-0.003210945263410799,0.0010900041180968733,-0.004047783216185466,not_met,1.0,0.0282225133353141,0.04447971249706047,0.0455755076570922,not_met,1.0,0.08167281443083832,0.08203601652828524,0.08712149013604242
88,10.1038_s41590-023-01722-8.pdf,not_met,1.0,0.003288508627879806,0.014054610667691033,0.0083474032185199,not_met,1.0,-0.007046726553268368,0.0029318192301879564,0.01423942995821908,not_met,1.0,-0.06275306638495919,-0.04888690880138582,-0.032914187101289245
88,10.1038_s42003-026-09853-y.pdf,not_met,1.0,-0.012043651057881959,-0.013618802612885735,-0.012176792062358121,not_met,1.0,0.03244813705160712,0.04185835925178463,0.06635015237123196,not_met,1.0,-0.045843094146767724,-0.06944100813250943,-0.01516922576007665
88,10.21203_rs.3.rs-7346391_v1.pdf,not_met,1.0,-0.02803239171280346,0.0023901596267075654,-0.012367963342896676,not_met,1.0,0.03772580278779805,0.051883879005952316,0.06484584270587927,not_met,1.0,-0.05548805291934039,-0.05542360269827569,-0.023241032048483427
88,10.3389_fimmu.2014.00073_full.pdf,not_met,1.0,-0.010673466039130395,0.027346576856965073,-0.007499666984952158,not_met,1.0,-0.004838726072346013,-0.007095545190884283,0.02163691284056594,not_met,1.0,0.004516877121162305,-0.013518757062267562,0.008142469099862517
102,10.1038_s41598-026-44532-2.pdf,not_met,1.0,-0.004415743878071967,0.014763293914901197,0.002911495506016311,not_met,1.0,-0.060361065725308465,-0.07461867599410003,-0.05269148867873142,not_met,1.0,-0.11555248377473863,-0.10758165255145574,-0.11749078270566718
103,10.1038_s41467-020-16722-7.pdf,not_met,1.0,-0.03407779987156974,-0.027441342377253604,-0.02227911922067288,not_met,1.0,0.00779355033407517,0.007668141470648057,0.016589170185238842,not_met,1.0,-0.016461284948097236,-0.012680770535318457,-0.026284046849977295
112,10.1038_emboj.2011.266.pdf,not_met,1.0,-0.03910318767556284,-0.02930264261316547,-0.013186105851929222,met,1.0,-0.003303838487581326,0.011683689535901435,0.012709867905705677,not_met,1.0,-0.07019592899549695,-0.08152413682507693,-0.04352547122044444
114,10.1007_s42994-023-00101-z.pdf,not_met,1.0,-0.029470362889402007,-0.02540379640013302,-0.024281368355971236,not_met,1.0,-0.03568978490478922,-0.011444950099633925,-0.018465922722736013,not_met,1.0,0.006406611407060489,0.007635737084718444,0.005204278664290206
114,10.15430_JCP.2017.22.4.211.pdf,met,0.66,-0.023870797697140417,-0.00882149344120289,-0.023870797697140417,not_met,1.0,0.013430254209012022,0.010007048204316532,0.013430254209012022,not_met,1.0,0.0012858037845375125,0.0016865985535029588,0.0012858037845375125
117,10.1186_s13059-025-03808-y.pdf,not_met,1.0,-0.006277776699439259,0.015707373193294568,-0.0018448153019584735,not_met,1.0,0.030369292746257246,0.031737346296194464,0.04942687471718051,not_met,1.0,-0.057609591396915204,-0.03956386530687375,-0.034834344171105716
117,www.nature.com_articles_s41467-024-45295-y.pdf,not_met,1.0,-0.05514710831951497,-0.02812641204437024,-0.04016277387284885,met,0.66,0.011016474437009849,0.01804380310738143,0.04290764241876028,not_met,1.0,-0.015381935466457069,-0.00016620972164155257,-0.007132761657815833
139,10.1186_1745-6150-6-14.pdf,not_met,1.0,-0.016723438764431747,-0.007297497628159161,0.005933012182568923,met,1.0,-0.026945961083957668,-0.029455055817420406,-0.01084857221797836,not_met,1.0,-0.021506989885128787,-0.01671939532418324,0.013421927963802134
140,10.1038_s41467-023-40529-x.pdf,met,1.0,0.033043852430516225,0.031290015755725584,0.03329661704715554,met,1.0,-0.04801624131187103,-0.029709545275012118,-0.03440754972714229,not_met,1.0,0.06899926625468344,0.061954893665798136,0.07673103891263142
140,10.2533_chimia.2024.22.pdf,not_met,1.0,-0.006568702477099278,0.005074370787030499,-0.003624785545719894,met,1.0,-0.050625084457196115,-0.05174705453140087,-0.029326034234842504,not_met,1.0,0.03875971647680222,0.038649155315602736,0.049096978707796765
140,10.3389_fgene.2024.1373250.pdf,not_met,0.66,-0.003382684958223377,-0.013833553805975687,-0.002042084994949238,met,1.0,-0.026730800418614385,-0.019193922477883364,0.0006176740268410328,not_met,1.0,-0.0037840542553525328,0.03537109852397698,0.012473680810804652
141,10.1002_j.1460-2075.1996.tb00581.x.pdf,not_met,1.0,0.009901163825494597,0.008494556546352356,0.009876896821916406,not_met,1.0,-0.001982271691238325,0.007605450831743695,-0.0017901302294081765,not_met,1.0,0.07796142063831396,0.09376388394407024,0.07030095992663857
141,10.1016_j.febslet.2009.11.066.pdf,met,1.0,-0.022057651631431224,-0.0343798816727562,-0.01604975620409493,met,1.0,0.014563931545737875,0.0033009325934227696,0.027386548935656386,met,1.0,0.09430158160467955,0.14735905661237916,0.09679986451974278
141,10.1038_nrmicro3073.pdf,not_met,1.0,0.006713337470559508,0.005008232901873066,0.006713337470559508,not_met,1.0,0.022811388876789775,0.022032617956779445,0.022811388876789775,not_met,1.0,0.09577643008571998,0.09232073202653446,0.09577643008571998
141,10.1073_pnas.1302094110.pdf,met,1.0,-0.005715570635140445,-0.0014895686733771146,-0.002557969819778969,met,1.0,0.014637510785415636,0.02180621611033631,0.03378552252077613,met,1.0,0.08485921449059346,0.07868866111901313,0.0824634237086915
141,10.1186_1471-2148-10-327.pdf,not_met,1.0,0.0024226612167536563,0.005020264112414858,-0.0020730046142815456,met,1.0,0.014724907336979731,0.036986875561246094,0.013789351581801204,not_met,1.0,0.08739696387549856,0.09830154503774882,0.09225698093970389
144,10.1038_s41598-022-06723-5.pdf,not_met,1.0,-0.03217389368283201,-0.030928913240052196,-0.017412055193341314,not_met,1.0,-0.025768467639694682,-0.023760574840935217,-0.01355738108443855,not_met,1.0,0.08507795469885761,0.07387386288403111,0.0836160244472965
145,www.nature.com_articles_550190a.pdf,not_met,1.0,0.02259991901715833,0.01719475378921595,0.02259991901715833,not_met,1.0,0.0020047533537729187,-0.01036961040201179,0.0020047533537729187,not_met,1.0,-0.013220850981248632,-0.0014333922516497708,-0.013220850981248632
145,www.nature.com_articles_s41598-022-06723-5.pdf,not_met,1.0,-0.03217389368283201,-0.030928913240052196,-0.017412055193341314,not_met,1.0,-0.025768467639694682,-0.023760574840935217,-0.01355738108443855,not_met,1.0,0.08507795469885761,0.07387386288403111,0.0836160244472965
147,10.1387_ijdb.230220lg.pdf,not_met,1.0,-0.018190301654216937,-0.02720262255328184,0.009281390125757594,met,1.0,-0.010630546774583935,0.0012538578548444371,-0.007102753570743733,not_met,1.0,0.011274799208209566,0.005227919847870188,0.004703899438794909
149,10.3389_fimmu.2023.1120434_full.pdf,not_met,1.0,0.032813613477272144,0.04293022098715328,0.03749037744995723,met,1.0,0.008043157891290155,0.007686144725178919,0.01976516107437336,not_met,1.0,-0.02526192411467685,-0.021116216834371662,-0.020720587947338085
150,10.20892_j.issn.2095-3941.2024.0408.pdf,not_met,1.0,0.00057277306251227,0.017844250598521336,0.00057277306251227,not_met,1.0,-0.003691059052609036,0.00848528989794694,-0.003691059052609036,not_met,1.0,-0.05252834055134602,-0.046111926500462704,-0.05252834055134602
161,10.1038_s41562-023-01706-6.pdf,met,1.0,-0.03662773507602758,-0.03778620205614361,-0.011907317622897706,met,1.0,0.03179295970921845,0.044805055627182316,0.037938518567953286,not_met,1.0,0.047730967369117805,0.047692381727631065,0.05868046062707283
162,10.1038_s41392-024-01878-1.pdf,not_met,1.0,-0.05009035548362001,-0.04818203163503299,-0.05009035548362001,not_met,1.0,-0.02511712388402925,-0.028629849953437203,-0.02511712388402925,not_met,1.0,-0.029670577257825972,-0.029012401917355955,-0.029670577257825972
162,10.1038_s41598-021-82539-z.pdf,not_met,1.0,-0.08183044535971015,-0.07991003049228573,-0.04586899724253262,not_met,1.0,0.03622166030273849,0.049352139320703994,0.047199885765301874,not_met,1.0,-0.016908228664125,0.0018358183966640388,-0.01468494703315591
162,10.1038_sj.embor.7400391.pdf,not_met,1.0,-0.020133374926819953,-0.018997704003251598,-0.022347914604350157,met,1.0,-0.07541819812515854,-0.08072227779188008,-0.07486822155714229,not_met,1.0,-0.03752754754569882,-0.07037627196752705,-0.03698514461638421
162,10.1093_emboj_cdg326.pdf,not_met,1.0,0.006871100754721104,0.007091045187815222,0.004086379360424818,met,1.0,-0.05052527807481727,-0.054689330122480936,-0.050461854751066224,not_met,1.0,-0.062232777531525854,-0.06276722473825863,-0.06293490521113909
162,10.1186_s12864-018-5274-9.pdf,not_met,1.0,-0.008112654518586088,-0.021190036477606904,0.001001446109574494,not_met,1.0,0.010087648682452799,0.015552739979176649,0.010764350114067598,not_met,1.0,0.04082540791585204,0.036408011256810376,0.026867433241984387
162,10.1186_s13072-017-0139-z.pdf,not_met,1.0,-0.06740918204907402,-0.06668288059657587,-0.05889872276062168,met,1.0,0.03843519476079774,0.05380587091450408,0.055460658819872125,not_met,1.0,0.00026602840696780296,-0.023062243058834073,-0.0025136289543703297
162,10.3389_fcell.2021.739780_full.pdf,not_met,1.0,-0.03472974252069329,-0.03646811983440402,-0.028615119556850258,met,1.0,0.016776213651446673,0.026082390050815304,0.020959844706403448,not_met,1.0,0.02352780989037794,0.04988780102372921,0.028682799621701463
162,10.3389_fendo.2014.00155_full.pdf,not_met,1.0,-0.018215817177380484,-0.011598510092512511,-0.01587617296192258,not_met,1.0,-0.03956650592427077,-0.032262933584909524,-0.03698418197757743,not_met,1.0,-0.02890511747460546,-0.013133681096721778,-0.02978314688159543
162,www.jneurosci.org_content_29_41_13079.long.pdf,not_met,1.0,-0.035035885276120844,-0.04946835502745764,-0.031035141409355944,not_met,1.0,-0.03862075427992516,-0.017827867639632893,-0.02299174707080884,not_met,1.0,0.0003500110530518744,0.021783196791481597,0.0026296794222218263
162,www.oncotarget.com_article_435_text.pdf,not_met,1.0,-0.02012730976322037,-0.030676621772122842,-0.02012730976322037,not_met,1.0,-0.02100930762654679,-0.01479508181839805,-0.02100930762654679,not_met,1.0,0.01027533390671738,0.016025308941093764,0.01027533390671738
163,10.1186_s13059-021-02322-1.pdf,not_met,1.0,-0.06239538562597903,-0.04339094655182317,-0.02394178620079807,not_met,1.0,0.002319929703661204,-0.02035698394151368,0.025327737362132598,not_met,1.0,-0.014507087635355184,0.00653081078846794,0.041628643481441276
165,www.oncotarget.com_article_3000_text.pdf,not_met,1.0,-0.034036185175107925,-0.03331338081582999,-0.021043570902295545,met,1.0,-0.03144263917417105,-0.03955877277162219,-0.022216970506358395,not_met,1.0,-0.027495480128860265,-0.03576588346751795,-0.027127263040900827
169,10.15252_embj.201489244.pdf,not_met,1.0,-0.05612189046243548,-0.07202552174489649,-0.05099636130577302,met,1.0,-0.0122613690586106,0.015488125321394704,0.0009004240882736613,not_met,1.0,-0.0166556083040277,0.002502744450327339,-0.013674050382849115
